column	type	scope	winner_metric	compression	column_config_encoding	int_encoding	date_encoding	timestamp_encoding	string_encoding	physical_bytes	baseline_encoded_bytes	encoded_bytes	compressed_bytes	post_compression_no_encoding_bytes	post_compression_no_encoding_ratio	target_bytes	post_encoding_ratio	post_compression_ratio	encoding_compression_ratio_improvement_pct	codec_ratio	experiment	result_file	column_stats_tsv
Title	string	none	encoded_bytes	none	rle-dict	rle-dict	plain	plain	rle-dict	138409995	142885454	29016071	29016071	142885454	1.000000	29016071	4.924356			1.000000	rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
Title	string	snappy	compressed_bytes	snappy	rle-dict	rle-dict	plain	plain	rle-dict	138409995	142885454	28820237	9995770	20906222	6.834590	9995770	4.957817	14.294592	109.150691	2.883243	rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
Title	string	zstd-3	compressed_bytes	zstd-3	rle-dict	rle-dict	rle-dict	plain	rle-dict	138409995	142885454	28774771	7955232	13939135	10.250669	7955232	4.965650	17.961193	75.219717	3.617088	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain_columns.tsv
Title	string	overall	compressed_bytes	zstd-3	rle-dict	rle-dict	rle-dict	plain	rle-dict	138409995	142885454	28774771	7955232	13939135	10.250669	7955232	4.965650	17.961193	75.219717	3.617088	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain_columns.tsv
TraficSourceID	int16	none	encoded_bytes	none	rle-dict	rle-dict	plain	rle-dict	rle-dict	4000000	4005051	290458	290458	4005051	1.000000	290458	13.788744			1.000000	rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-rle-dict	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-rle-dict_columns.tsv
TraficSourceID	int16	snappy	compressed_bytes	snappy	rle-dict	rle-dict	plain	rle-dict	delta-byte-array	4000000	4005051	289838	243838	526869	7.601607	243838	13.818240	16.425049	116.073377	1.188650	rows-1000000-comp-snappy-int-rle-dict-str-delta-byte-array-date-plain-ts-rle-dict	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-delta-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-delta-byte-array-date-plain-ts-rle-dict_columns.tsv
TraficSourceID	int16	zstd-3	compressed_bytes	zstd-3	rle-dict	rle-dict	rle-dict	rle-dict	rle-dict	4000000	4005051	289824	178371	288326	13.890704	178371	13.818907	22.453487	61.643989	1.624838	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict_columns.tsv
TraficSourceID	int16	overall	compressed_bytes	zstd-3	rle-dict	rle-dict	rle-dict	rle-dict	rle-dict	4000000	4005051	289824	178371	288326	13.890704	178371	13.818907	22.453487	61.643989	1.624838	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict_columns.tsv
URL	string	none	encoded_bytes	none	delta-byte-array	rle-dict	rle-dict	plain	delta-byte-array	88562192	92653185	40465159	40465159	92653185	1.000000	40465159	2.289703			1.000000	rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain_columns.tsv
URL	string	snappy	compressed_bytes	snappy	rle-dict	rle-dict	rle-dict	plain	rle-dict	88562192	92653185	44089715	16088677	20480534	4.523963	16088677	2.101469	5.758906	27.297813	2.740419	rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain_columns.tsv
URL	string	zstd-3	compressed_bytes	zstd-3	rle-dict	rle-dict	plain	plain	rle-dict	88562192	92653185	44047032	12678493	15306955	6.053012	12678493	2.103506	7.307902	20.731660	3.474154	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
URL	string	overall	compressed_bytes	zstd-3	rle-dict	rle-dict	plain	plain	rle-dict	88562192	92653185	44047032	12678493	15306955	6.053012	12678493	2.103506	7.307902	20.731660	3.474154	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
URLCategoryID	int16	none	encoded_bytes	none	rle-dict	rle-dict	plain	plain	delta-byte-array	4000000	4005048	156845	156845	4005048	1.000000	156845	25.535070			1.000000	rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-plain_columns.tsv
URLCategoryID	int16	snappy	compressed_bytes	snappy	rle-dict	rle-dict	rle-dict	plain	delta-byte-array	4000000	4005048	161494	91524	272037	14.722438	91524	24.799980	43.759538	197.230235	1.764499	rows-1000000-comp-snappy-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain_columns.tsv
URLCategoryID	int16	zstd-3	compressed_bytes	zstd-3	rle-dict	rle-dict	rle-dict	plain	plain	4000000	4005048	161772	71056	87570	45.735389	71056	24.757362	56.364670	23.240824	2.276683	rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-plain_columns.tsv
URLCategoryID	int16	overall	compressed_bytes	zstd-3	rle-dict	rle-dict	rle-dict	plain	plain	4000000	4005048	161772	71056	87570	45.735389	71056	24.757362	56.364670	23.240824	2.276683	rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-plain_columns.tsv
URLHash	int64	none	encoded_bytes	none	rle-dict	rle-dict	rle-dict	plain	delta-length-byte-array	8000000	8006310	4580494	4580494	8006310	1.000000	4580494	1.747914			1.000000	rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-plain_columns.tsv
URLHash	int64	snappy	compressed_bytes	snappy	plain	plain	plain	plain	rle-dict	8000000	8006310	8004876	4382430	4387520	1.824792	4382430	1.000179	1.826911	0.116146	1.826584	rows-1000000-comp-snappy-int-plain-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-rle-dict-date-plain-ts-plain_columns.tsv
URLHash	int64	zstd-3	compressed_bytes	zstd-3	plain	plain	rle-dict	plain	delta-byte-array	8000000	8006310	8004552	3580374	3580480	2.236100	3580374	1.000220	2.236166	0.002961	2.235675	rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-plain_columns.tsv
URLHash	int64	overall	compressed_bytes	zstd-3	plain	plain	rle-dict	plain	delta-byte-array	8000000	8006310	8004552	3580374	3580480	2.236100	3580374	1.000220	2.236166	0.002961	2.235675	rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-plain_columns.tsv
URLRegionID	int32	none	encoded_bytes	none	rle-dict	rle-dict	plain	rle-dict	rle-dict	4000000	4005049	74282	74282	4005049	1.000000	74282	53.916817			1.000000	rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-rle-dict	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-rle-dict_columns.tsv
URLRegionID	int32	snappy	compressed_bytes	snappy	rle-dict	rle-dict	rle-dict	plain	delta-byte-array	4000000	4005049	73898	52198	232236	17.245599	52198	54.196988	76.728016	344.913598	1.415725	rows-1000000-comp-snappy-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain_columns.tsv
URLRegionID	int32	zstd-3	compressed_bytes	zstd-3	rle-dict	rle-dict	plain	rle-dict	delta-length-byte-array	4000000	4005049	74481	40097	48124	83.223527	40097	53.772761	99.884006	20.018954	1.857521	rows-1000000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict_columns.tsv
URLRegionID	int32	overall	compressed_bytes	zstd-3	rle-dict	rle-dict	plain	rle-dict	delta-length-byte-array	4000000	4005049	74481	40097	48124	83.223527	40097	53.772761	99.884006	20.018954	1.857521	rows-1000000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict_columns.tsv
UTMCampaign	string	none	encoded_bytes	none	rle-dict	rle-dict	plain	plain	rle-dict	91870	4099800	38291	38291	4099800	1.000000	38291	107.069546			1.000000	rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
UTMCampaign	string	snappy	compressed_bytes	snappy	rle-dict	rle-dict	rle-dict	plain	rle-dict	91870	4099800	37205	31688	230416	17.793035	31688	110.194866	129.380207	627.139611	1.174104	rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain_columns.tsv
UTMCampaign	string	zstd-3	compressed_bytes	zstd-3	rle-dict	rle-dict	rle-dict	plain	rle-dict	91870	4099800	36919	27122	29858	137.309934	27122	111.048512	151.161419	10.087752	1.361220	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain_columns.tsv
UTMCampaign	string	overall	compressed_bytes	zstd-3	rle-dict	rle-dict	rle-dict	plain	rle-dict	91870	4099800	36919	27122	29858	137.309934	27122	111.048512	151.161419	10.087752	1.361220	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain_columns.tsv
UTMContent	string	none	encoded_bytes	none	rle-dict	rle-dict	rle-dict	plain	rle-dict	13001	4018131	15434	15434	4018131	1.000000	15434	260.342815			1.000000	rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain_columns.tsv
UTMContent	string	snappy	compressed_bytes	snappy	rle-dict	rle-dict	rle-dict	rle-dict	rle-dict	13001	4018131	14851	14626	212235	18.932462	14626	270.562992	274.725215	1351.080268	1.015384	rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict_columns.tsv
UTMContent	string	zstd-3	compressed_bytes	zstd-3	plain	plain	rle-dict	plain	plain	13001	4018131	4016538	13965	13966	287.708077	13965	1.000397	287.728679	0.007161	287.614608	rows-1000000-comp-zstd-3-int-plain-str-plain-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-rle-dict-ts-plain_columns.tsv
UTMContent	string	overall	compressed_bytes	zstd-3	plain	plain	rle-dict	plain	plain	13001	4018131	4016538	13965	13966	287.708077	13965	1.000397	287.728679	0.007161	287.614608	rows-1000000-comp-zstd-3-int-plain-str-plain-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-rle-dict-ts-plain_columns.tsv
UTMMedium	string	none	encoded_bytes	none	rle-dict	rle-dict	plain	plain	rle-dict	16873	4021208	17172	17172	4021208	1.000000	17172	234.172374			1.000000	rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
UTMMedium	string	snappy	compressed_bytes	snappy	rle-dict	rle-dict	rle-dict	plain	rle-dict	16873	4021208	16565	15832	214394	18.756159	15832	242.753275	253.992420	1254.181405	1.046299	rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain_columns.tsv
UTMMedium	string	zstd-3	compressed_bytes	zstd-3	rle-dict	rle-dict	rle-dict	rle-dict	rle-dict	16873	4021208	16556	14496	16986	236.736607	14496	242.885238	277.401214	17.177152	1.142108	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict_columns.tsv
UTMMedium	string	overall	compressed_bytes	zstd-3	rle-dict	rle-dict	rle-dict	rle-dict	rle-dict	16873	4021208	16556	14496	16986	236.736607	14496	242.885238	277.401214	17.177152	1.142108	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-rle-dict_columns.tsv
UTMSource	string	none	encoded_bytes	none	rle-dict	rle-dict	plain	plain	rle-dict	49433	4054721	23485	23485	4054721	1.000000	23485	172.651522			1.000000	rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-rle-dict-date-plain-ts-plain_columns.tsv
UTMSource	string	snappy	compressed_bytes	snappy	rle-dict	rle-dict	rle-dict	plain	rle-dict	49433	4054721	22681	20260	219144	18.502542	20260	178.771703	200.134304	981.658440	1.119497	rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain_columns.tsv
UTMSource	string	zstd-3	compressed_bytes	zstd-3	rle-dict	rle-dict	rle-dict	plain	rle-dict	49433	4054721	22575	18339	21033	192.779014	18339	179.611118	221.098261	14.690005	1.230983	rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-rle-dict-date-rle-dict-ts-plain_columns.tsv
